ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-9703465,Signaling by FLT3 fusion proteins,1/108,19/11091,0.169787303569366,0.448843663891293,0.41407221506234,5295,1
R-HSA-422356,Regulation of insulin secretion,2/108,78/11091,0.176001684499468,0.454501648212412,0.419291881260416,150/6616,2
R-HSA-5627117,RHO GTPases Activate ROCKs,1/108,20/11091,0.177885476547555,0.454501648212412,0.419291881260416,3984,1
R-HSA-5654720,PI-3K cascade:FGFR4,1/108,20/11091,0.177885476547555,0.454501648212412,0.419291881260416,5295,1
R-HSA-9603798,Class I peroxisomal membrane protein import,1/108,20/11091,0.177885476547555,0.454501648212412,0.419291881260416,5193,1
R-HSA-9669938,Signaling by KIT in disease,1/108,20/11091,0.177885476547555,0.454501648212412,0.419291881260416,5295,1
R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",1/108,20/11091,0.177885476547555,0.454501648212412,0.419291881260416,5295,1
R-HSA-9671555,Signaling by PDGFR in disease,1/108,20/11091,0.177885476547555,0.454501648212412,0.419291881260416,5295,1
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,2/108,79/11091,0.179490604139358,0.45641896481151,0.421060665349471,8347/8339,2
R-HSA-389513,CTLA4 inhibitory signaling,1/108,21/11091,0.185905381572653,0.466072646759609,0.429966486661733,5526,1
R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,1/108,21/11091,0.185905381572653,0.466072646759609,0.429966486661733,3984,1
R-HSA-5654689,PI-3K cascade:FGFR1,1/108,21/11091,0.185905381572653,0.466072646759609,0.429966486661733,5295,1
R-HSA-1500931,Cell-Cell communication,3/108,153/11091,0.187069163246858,0.466798753148701,0.43063634234889,51208/5295/6441,3
R-HSA-201681,TCF dependent signaling in response to WNT,4/108,232/11091,0.190052575343953,0.468392344625068,0.432106479961624,8347/8339/5526/6422,4
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",1/108,22/11091,0.193847768093895,0.468392344625068,0.432106479961624,8029,1
R-HSA-3296482,Defects in vitamin and cofactor metabolism,1/108,22/11091,0.193847768093895,0.468392344625068,0.432106479961624,8029,1
R-HSA-5365859,RA biosynthesis pathway,1/108,22/11091,0.193847768093895,0.468392344625068,0.432106479961624,8608,1
R-HSA-5655332,Signaling by FGFR3 in disease,1/108,22/11091,0.193847768093895,0.468392344625068,0.432106479961624,5295,1
R-HSA-5686938,Regulation of TLR by endogenous ligand,1/108,22/11091,0.193847768093895,0.468392344625068,0.432106479961624,6441,1
R-HSA-912631,Regulation of signaling by CBL,1/108,22/11091,0.193847768093895,0.468392344625068,0.432106479961624,5295,1
R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,2/108,84/11091,0.197085415754943,0.470400578428395,0.433959137994262,1050/1959,2
R-HSA-69002,DNA Replication Pre-Initiation,3/108,158/11091,0.199441527328957,0.470400578428395,0.433959137994262,8347/8339/4173,3
R-HSA-373753,Nephrin family interactions,1/108,23/11091,0.201713378451277,0.470400578428395,0.433959137994262,5295,1
R-HSA-5654695,PI-3K cascade:FGFR2,1/108,23/11091,0.201713378451277,0.470400578428395,0.433959137994262,5295,1
R-HSA-73980,RNA Polymerase III Transcription Termination,1/108,23/11091,0.201713378451277,0.470400578428395,0.433959137994262,661,1
R-HSA-9637690,Response of Mtb to phagocytosis,1/108,23/11091,0.201713378451277,0.470400578428395,0.433959137994262,4843,1
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,2/108,86/11091,0.20418387682144,0.470400578428395,0.433959137994262,3984/5295,2
R-HSA-9609646,HCMV Infection,3/108,160/11091,0.204445678175317,0.470400578428395,0.433959137994262,92815/8347/8339,3
R-HSA-156584,Cytosolic sulfonation of small molecules,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,6820,1
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,9420,1
R-HSA-202040,G-protein activation,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,5443,1
R-HSA-3371571,HSF1-dependent transactivation,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,3306,1
R-HSA-449836,Other interleukin signaling,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,6616,1
R-HSA-452723,Transcriptional regulation of pluripotent stem cells,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,5460,1
R-HSA-5627123,RHO GTPases activate PAKs,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,3984,1
R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1/108,24/11091,0.209502947942356,0.470400578428395,0.433959137994262,860,1
R-HSA-2980736,Peptide hormone metabolism,2/108,88/11091,0.211311046555766,0.470400578428395,0.433959137994262,290/5443,2
R-HSA-1643713,Signaling by EGFR in Cancer,1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,5295,1
R-HSA-2029485,Role of phospholipids in phagocytosis,1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,5295,1
R-HSA-400685,Sema4D in semaphorin signaling,1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,3984,1
R-HSA-5654708,Downstream signaling of activated FGFR3,1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,5295,1
R-HSA-9006115,Signaling by NTRK2 (TRKB),1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,5295,1
R-HSA-9006335,Signaling by Erythropoietin,1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,5295,1
R-HSA-9664565,Signaling by ERBB2 KD Mutants,1/108,25/11091,0.217217204888432,0.470400578428395,0.433959137994262,5295,1
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,2/108,90/11091,0.218463189981727,0.470400578428395,0.433959137994262,8347/8339,2
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,2/108,90/11091,0.218463189981727,0.470400578428395,0.433959137994262,8347/8339,2
R-HSA-73772,RNA Polymerase I Promoter Escape,2/108,90/11091,0.218463189981727,0.470400578428395,0.433959137994262,8347/8339,2
R-HSA-73884,Base Excision Repair,2/108,91/11091,0.222047495691939,0.476198243773074,0.439307664273208,8347/8339,2
R-HSA-1227990,Signaling by ERBB2 in Cancer,1/108,26/11091,0.224856870700112,0.476200028812169,0.439309311027193,5295,1
R-HSA-5223345,Miscellaneous transport and binding events,1/108,26/11091,0.224856870700112,0.476200028812169,0.439309311027193,93380,1
R-HSA-111885,Opioid Signalling,2/108,92/11091,0.225636703573799,0.476200028812169,0.439309311027193,5153/5443,2
R-HSA-1912408,Pre-NOTCH Transcription and Translation,2/108,92/11091,0.225636703573799,0.476200028812169,0.439309311027193,8347/8339,2
R-HSA-5668914,Diseases of metabolism,4/108,250/11091,0.226507129809534,0.476200028812169,0.439309311027193,8029/9420/5443/6441,4
R-HSA-73894,DNA Repair,5/108,335/11091,0.227765753445316,0.476360964054767,0.439457778785001,675/9156/8347/8339/7468,5
R-HSA-5654716,Downstream signaling of activated FGFR4,1/108,27/11091,0.232422659942262,0.476360964054767,0.439457778785001,5295,1
R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,1/108,27/11091,0.232422659942262,0.476360964054767,0.439457778785001,661,1
R-HSA-912526,Interleukin receptor SHC signaling,1/108,27/11091,0.232422659942262,0.476360964054767,0.439457778785001,5295,1
R-HSA-9635486,Infection with Mycobacterium tuberculosis,1/108,27/11091,0.232422659942262,0.476360964054767,0.439457778785001,4843,1
R-HSA-5625740,RHO GTPases activate PKNs,2/108,94/11091,0.232828111644746,0.476360964054767,0.439457778785001,8347/8339,2
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,2/108,94/11091,0.232828111644746,0.476360964054767,0.439457778785001,8347/8339,2
R-HSA-3295583,TRP channels,1/108,28/11091,0.239915280398357,0.479830560796714,0.442658589499039,79054,1
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",1/108,28/11091,0.239915280398357,0.479830560796714,0.442658589499039,150,1
R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,1/108,28/11091,0.239915280398357,0.479830560796714,0.442658589499039,661,1
R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,1/108,28/11091,0.239915280398357,0.479830560796714,0.442658589499039,661,1
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,1/108,28/11091,0.239915280398357,0.479830560796714,0.442658589499039,1959,1
R-HSA-9682385,FLT3 signaling in disease,1/108,28/11091,0.239915280398357,0.479830560796714,0.442658589499039,5295,1
R-HSA-1614635,Sulfur amino acid metabolism,1/108,29/11091,0.247335433134231,0.48736945126819,0.449613450016781,875,1
R-HSA-420029,Tight junction interactions,1/108,29/11091,0.247335433134231,0.48736945126819,0.449613450016781,51208,1
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",1/108,29/11091,0.247335433134231,0.48736945126819,0.449613450016781,5443,1
R-HSA-9753281,Paracetamol ADME,1/108,29/11091,0.247335433134231,0.48736945126819,0.449613450016781,55748,1
R-HSA-201556,Signaling by ALK,1/108,30/11091,0.254683812561234,0.492757811259779,0.454584379399914,5295,1
R-HSA-2424491,DAP12 signaling,1/108,30/11091,0.254683812561234,0.492757811259779,0.454584379399914,5295,1
R-HSA-5654696,Downstream signaling of activated FGFR2,1/108,30/11091,0.254683812561234,0.492757811259779,0.454584379399914,5295,1
R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,1/108,30/11091,0.254683812561234,0.492757811259779,0.454584379399914,1734,1
R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,1/108,30/11091,0.254683812561234,0.492757811259779,0.454584379399914,1734,1
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,2/108,102/11091,0.261707454385773,0.497819326940774,0.459253784759082,9020/115650,2
R-HSA-1839124,FGFR1 mutant receptor activation,1/108,31/11091,0.261961106498797,0.497819326940774,0.459253784759082,5295,1
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,1/108,31/11091,0.261961106498797,0.497819326940774,0.459253784759082,5526,1
R-HSA-5654687,Downstream signaling of activated FGFR1,1/108,31/11091,0.261961106498797,0.497819326940774,0.459253784759082,5295,1
R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,1/108,31/11091,0.261961106498797,0.497819326940774,0.459253784759082,5295,1
R-HSA-3247509,Chromatin modifying enzymes,4/108,270/11091,0.26890941490321,0.502572412553319,0.463638653804363,92815/8347/8339/7468,4
R-HSA-4839726,Chromatin organization,4/108,270/11091,0.26890941490321,0.502572412553319,0.463638653804363,92815/8347/8339/7468,4
R-HSA-2187338,Visual phototransduction,2/108,104/11091,0.26894043200606,0.502572412553319,0.463638653804363,3292/8608,2
R-HSA-9645723,Diseases of programmed cell death,2/108,104/11091,0.26894043200606,0.502572412553319,0.463638653804363,8347/8339,2
R-HSA-8941326,RUNX2 regulates bone development,1/108,32/11091,0.269167996236422,0.502572412553319,0.463638653804363,860,1
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,2/108,105/11091,0.272556915503812,0.503573220552136,0.464561930255076,8347/8339,2
R-HSA-5578749,Transcriptional regulation by small RNAs,2/108,105/11091,0.272556915503812,0.503573220552136,0.464561930255076,8347/8339,2
R-HSA-427413,NoRC negatively regulates rRNA expression,2/108,106/11091,0.276172943199753,0.503573220552136,0.464561930255076,8347/8339,2
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,2/108,106/11091,0.276172943199753,0.503573220552136,0.464561930255076,157/9185,2
R-HSA-352230,Amino acid transport across the plasma membrane,1/108,33/11091,0.276305156595086,0.503573220552136,0.464561930255076,120103,1
R-HSA-5694530,Cargo concentration in the ER,1/108,33/11091,0.276305156595086,0.503573220552136,0.464561930255076,2157,1
R-HSA-68962,Activation of the pre-replicative complex,1/108,33/11091,0.276305156595086,0.503573220552136,0.464561930255076,4173,1
R-HSA-192105,Synthesis of bile acids and bile salts,1/108,34/11091,0.28337325598808,0.50652015147879,0.467280565527447,9420,1
R-HSA-4791275,Signaling by WNT in cancer,1/108,34/11091,0.28337325598808,0.50652015147879,0.467280565527447,5526,1
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,1/108,34/11091,0.28337325598808,0.50652015147879,0.467280565527447,9420,1
R-HSA-163685,Integration of energy metabolism,2/108,108/11091,0.283402313190446,0.50652015147879,0.467280565527447,150/6616,2
R-HSA-1912422,Pre-NOTCH Expression and Processing,2/108,108/11091,0.283402313190446,0.50652015147879,0.467280565527447,8347/8339,2
R-HSA-156580,Phase II - Conjugation of compounds,2/108,109/11091,0.28701501232686,0.50652015147879,0.467280565527447,55748/6820,2
R-HSA-2672351,Stimuli-sensing channels,2/108,109/11091,0.28701501232686,0.50652015147879,0.467280565527447,1193/79054,2
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,2/108,109/11091,0.28701501232686,0.50652015147879,0.467280565527447,8347/8339,2
R-HSA-73854,RNA Polymerase I Promoter Clearance,2/108,109/11091,0.28701501232686,0.50652015147879,0.467280565527447,8347/8339,2
R-HSA-114604,GPVI-mediated activation cascade,1/108,35/11091,0.290372956481278,0.50652015147879,0.467280565527447,5295,1
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),2/108,110/11091,0.290625969164507,0.50652015147879,0.467280565527447,8347/8339,2
R-HSA-5673001,RAF/MAP kinase cascade,4/108,280/11091,0.290645681017708,0.50652015147879,0.467280565527447,22866/4902/5295/5526,4
R-HSA-73864,RNA Polymerase I Transcription,2/108,111/11091,0.294234877560105,0.50652015147879,0.467280565527447,8347/8339,2
R-HSA-1222556,ROS and RNS production in phagocytes,1/108,36/11091,0.297304913852843,0.50652015147879,0.467280565527447,4843,1
R-HSA-1266695,Interleukin-7 signaling,1/108,36/11091,0.297304913852843,0.50652015147879,0.467280565527447,5295,1
R-HSA-156590,Glutathione conjugation,1/108,36/11091,0.297304913852843,0.50652015147879,0.467280565527447,55748,1
R-HSA-5673000,RAF activation,1/108,36/11091,0.297304913852843,0.50652015147879,0.467280565527447,5526,1
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,1/108,36/11091,0.297304913852843,0.50652015147879,0.467280565527447,22866,1
R-HSA-76046,RNA Polymerase III Transcription Initiation,1/108,36/11091,0.297304913852843,0.50652015147879,0.467280565527447,661,1
R-HSA-157579,Telomere Maintenance,2/108,112/11091,0.297841437386405,0.50652015147879,0.467280565527447,8347/8339,2
R-HSA-983705,Signaling by the B Cell Receptor (BCR),2/108,112/11091,0.297841437386405,0.50652015147879,0.467280565527447,933/5295,2
R-HSA-5684996,MAPK1/MAPK3 signaling,4/108,286/11091,0.303808981450075,0.507583316457411,0.468261368228008,22866/4902/5295/5526,4
R-HSA-111933,Calmodulin induced events,1/108,37/11091,0.304169777652381,0.507583316457411,0.468261368228008,5153,1
R-HSA-111997,CaM pathway,1/108,37/11091,0.304169777652381,0.507583316457411,0.468261368228008,5153,1
R-HSA-176187,Activation of ATR in response to replication stress,1/108,37/11091,0.304169777652381,0.507583316457411,0.468261368228008,4173,1
R-HSA-5685938,HDR through Single Strand Annealing (SSA),1/108,37/11091,0.304169777652381,0.507583316457411,0.468261368228008,9156,1
R-HSA-5689901,Metalloprotease DUBs,1/108,37/11091,0.304169777652381,0.507583316457411,0.468261368228008,92815,1
R-HSA-187037,Signaling by NTRK1 (TRKA),2/108,115/11091,0.308644112613953,0.510944658869522,0.47136231096183,1959/5295,2
R-HSA-5655302,Signaling by FGFR1 in disease,1/108,38/11091,0.310968191259541,0.510944658869522,0.47136231096183,5295,1
R-HSA-9013407,RHOH GTPase cycle,1/108,38/11091,0.310968191259541,0.510944658869522,0.47136231096183,55717,1
R-HSA-9013424,RHOV GTPase cycle,1/108,38/11091,0.310968191259541,0.510944658869522,0.47136231096183,5295,1
R-HSA-9607240,FLT3 Signaling,1/108,38/11091,0.310968191259541,0.510944658869522,0.47136231096183,5295,1
R-HSA-449147,Signaling by Interleukins,6/108,473/11091,0.313351513870881,0.511000671376699,0.471413984238705,3598/9173/4843/5295/5443/6616,6
R-HSA-9816359,Maternal to zygotic transition (MZT),2/108,117/11091,0.315828913870824,0.511000671376699,0.471413984238705,8347/8339,2
R-HSA-111996,Ca-dependent events,1/108,39/11091,0.317700791942067,0.511000671376699,0.471413984238705,5153,1
R-HSA-5689896,Ovarian tumor domain proteases,1/108,39/11091,0.317700791942067,0.511000671376699,0.471413984238705,79931,1
R-HSA-76009,Platelet Aggregation (Plug Formation),1/108,39/11091,0.317700791942067,0.511000671376699,0.471413984238705,150,1
R-HSA-9031628,NGF-stimulated transcription,1/108,39/11091,0.317700791942067,0.511000671376699,0.471413984238705,1959,1
R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,1/108,39/11091,0.317700791942067,0.511000671376699,0.471413984238705,5443,1
R-HSA-5654741,Signaling by FGFR3,1/108,40/11091,0.324368210913318,0.515513763772951,0.475577452090955,5295,1
R-HSA-5674135,MAP2K and MAPK activation,1/108,40/11091,0.324368210913318,0.515513763772951,0.475577452090955,22866,1
R-HSA-9013420,RHOU GTPase cycle,1/108,40/11091,0.324368210913318,0.515513763772951,0.475577452090955,5295,1
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1/108,40/11091,0.324368210913318,0.515513763772951,0.475577452090955,6441,1
R-HSA-69239,Synthesis of DNA,2/108,120/11091,0.326575270209274,0.516580299146131,0.476561364085136,51659/4173,2
R-HSA-5688426,Deubiquitination,4/108,297/11091,0.328108809918282,0.516580299146131,0.476561364085136,92815/8347/8339/79931,4
R-HSA-9006931,Signaling by Nuclear Receptors,4/108,298/11091,0.330325719274857,0.516580299146131,0.476561364085136,8347/8339/5295/8608,4
R-HSA-5654743,Signaling by FGFR4,1/108,41/11091,0.330971073389235,0.516580299146131,0.476561364085136,5295,1
R-HSA-74158,RNA Polymerase III Transcription,1/108,41/11091,0.330971073389235,0.516580299146131,0.476561364085136,661,1
R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,1/108,41/11091,0.330971073389235,0.516580299146131,0.476561364085136,661,1
R-HSA-375280,Amine ligand-binding receptors,1/108,42/11091,0.337509998644797,0.516580299146131,0.476561364085136,150,1
R-HSA-3928662,EPHB-mediated forward signaling,1/108,42/11091,0.337509998644797,0.516580299146131,0.476561364085136,3984,1
R-HSA-419037,NCAM1 interactions,1/108,42/11091,0.337509998644797,0.516580299146131,0.476561364085136,4902,1
R-HSA-9035034,RHOF GTPase cycle,1/108,42/11091,0.337509998644797,0.516580299146131,0.476561364085136,5295,1
R-HSA-9696264,RND3 GTPase cycle,1/108,42/11091,0.337509998644797,0.516580299146131,0.476561364085136,5295,1
R-HSA-2559580,Oxidative Stress Induced Senescence,2/108,124/11091,0.340835564286023,0.516580299146131,0.476561364085136,8347/8339,2
R-HSA-1483257,Phospholipid metabolism,3/108,212/11091,0.340961733828308,0.516580299146131,0.476561364085136,9108/5295/57664,3
R-HSA-1489509,DAG and IP3 signaling,1/108,43/11091,0.343985600069936,0.516580299146131,0.476561364085136,5153,1
R-HSA-5362517,Signaling by Retinoic Acid,1/108,43/11091,0.343985600069936,0.516580299146131,0.476561364085136,8608,1
R-HSA-5655253,Signaling by FGFR2 in disease,1/108,43/11091,0.343985600069936,0.516580299146131,0.476561364085136,5295,1
R-HSA-5675221,Negative regulation of MAPK pathway,1/108,43/11091,0.343985600069936,0.516580299146131,0.476561364085136,5526,1
R-HSA-9656223,Signaling by RAF1 mutants,1/108,43/11091,0.343985600069936,0.516580299146131,0.476561364085136,22866,1
R-HSA-9696270,RND2 GTPase cycle,1/108,43/11091,0.343985600069936,0.516580299146131,0.476561364085136,5295,1
R-HSA-9758941,Gastrulation,2/108,125/11091,0.344386866097421,0.516580299146131,0.476561364085136,9241/5460,2
R-HSA-109704,PI3K Cascade,1/108,44/11091,0.350398485224937,0.521205546267734,0.480828298153557,5295,1
R-HSA-451927,Interleukin-2 family signaling,1/108,44/11091,0.350398485224937,0.521205546267734,0.480828298153557,5295,1
R-HSA-6811438,Intra-Golgi traffic,1/108,44/11091,0.350398485224937,0.521205546267734,0.480828298153557,27333,1
R-HSA-416476,G alpha (q) signalling events,3/108,216/11091,0.351644473979198,0.521605969735811,0.481197701234693,8111/5295/6865,3
R-HSA-194068,Bile acid and bile salt metabolism,1/108,45/11091,0.356749255895319,0.525147404289778,0.484464784560647,9420,1
R-HSA-2172127,DAP12 interactions,1/108,45/11091,0.356749255895319,0.525147404289778,0.484464784560647,5295,1
R-HSA-9006925,Intracellular signaling by second messengers,4/108,310/11091,0.3569822242644,0.525147404289778,0.484464784560647,9173/5153/5295/5526,4
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,2/108,129/11091,0.358530250100329,0.525975696575757,0.485228909910219,8347/8339,2
R-HSA-5689880,Ub-specific processing proteases,3/108,219/11091,0.359645752332501,0.52616666231659,0.485405081734997,92815/8347/8339,3
R-HSA-8939211,ESR-mediated signaling,3/108,222/11091,0.367634315712395,0.531505359808322,0.490330195920155,8347/8339/5295,3
R-HSA-5576891,Cardiac conduction,2/108,132/11091,0.369066986263098,0.531505359808322,0.490330195920155,1193/56660,2
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,1/108,47/11091,0.369266832376194,0.531505359808322,0.490330195920155,22866,1
R-HSA-6802949,Signaling by RAS mutants,1/108,47/11091,0.369266832376194,0.531505359808322,0.490330195920155,22866,1
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,1/108,47/11091,0.369266832376194,0.531505359808322,0.490330195920155,22866,1
R-HSA-9649948,Signaling downstream of RAS mutants,1/108,47/11091,0.369266832376194,0.531505359808322,0.490330195920155,22866,1
R-HSA-418594,G alpha (i) signalling events,4/108,318/11091,0.374766781544069,0.534077797982657,0.492703350001741,150/29899/5153/5443,4
R-HSA-112399,IRS-mediated signalling,1/108,48/11091,0.375434813370704,0.534077797982657,0.492703350001741,5295,1
R-HSA-418597,G alpha (z) signalling events,1/108,48/11091,0.375434813370704,0.534077797982657,0.492703350001741,150,1
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",1/108,48/11091,0.375434813370704,0.534077797982657,0.492703350001741,5295,1
R-HSA-166520,Signaling by NTRKs,2/108,134/11091,0.376054779103893,0.534077797982657,0.492703350001741,1959/5295,2
R-HSA-70268,Pyruvate metabolism,1/108,49/11091,0.381543030354854,0.540434955462843,0.498568025146088,10873,1
R-HSA-211000,Gene Silencing by RNA,2/108,137/11091,0.386477707898966,0.544668838059129,0.502473913289321,8347/8339,2
R-HSA-1483249,Inositol phosphate metabolism,1/108,50/11091,0.387592057045822,0.544668838059129,0.502473913289321,9108,1
R-HSA-381038,XBP1(S) activates chaperone genes,1/108,50/11091,0.387592057045822,0.544668838059129,0.502473913289321,5526,1
R-HSA-5683057,MAPK family signaling cascades,4/108,325/11091,0.390303694766805,0.547039824161348,0.504661221579955,22866/4902/5295/5526,4
R-HSA-195258,RHO GTPase Effectors,4/108,326/11091,0.392519938963759,0.547325610808147,0.504924868634364,8347/8339/3984/5526,4
R-HSA-112043,PLC beta mediated events,1/108,51/11091,0.393582461704735,0.547325610808147,0.504924868634364,5153,1
R-HSA-5620920,Cargo trafficking to the periciliary membrane,1/108,51/11091,0.393582461704735,0.547325610808147,0.504924868634364,192668,1
R-HSA-73886,Chromosome Maintenance,2/108,140/11091,0.396825944829526,0.549454411346731,0.506888753223477,8347/8339,2
R-HSA-2428928,IRS-related events triggered by IGF1R,1/108,52/11091,0.399514807188058,0.549454411346731,0.506888753223477,5295,1
R-HSA-381070,IRE1alpha activates chaperones,1/108,52/11091,0.399514807188058,0.549454411346731,0.506888753223477,5526,1
R-HSA-5654736,Signaling by FGFR1,1/108,52/11091,0.399514807188058,0.549454411346731,0.506888753223477,5295,1
R-HSA-68875,Mitotic Prophase,2/108,141/11091,0.400257988790034,0.549454411346731,0.506888753223477,8347/8339,2
R-HSA-195721,Signaling by WNT,4/108,331/11091,0.403584495480388,0.550834792959821,0.508162198117872,8347/8339/5526/6422,4
R-HSA-8878171,Transcriptional regulation by RUNX1,3/108,236/11091,0.404659929589545,0.550834792959821,0.508162198117872,8347/8339/860,3
R-HSA-177929,Signaling by EGFR,1/108,53/11091,0.40538965099852,0.550834792959821,0.508162198117872,5295,1
R-HSA-2428924,IGF1R signaling cascade,1/108,53/11091,0.40538965099852,0.550834792959821,0.508162198117872,5295,1
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),4/108,334/11091,0.410207622013016,0.553110401030692,0.510261517213412,150/8111/5443/6865,4
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),1/108,54/11091,0.411207545335552,0.553110401030692,0.510261517213412,5295,1
R-HSA-74751,Insulin receptor signalling cascade,1/108,54/11091,0.411207545335552,0.553110401030692,0.510261517213412,5295,1
R-HSA-9013405,RHOD GTPase cycle,1/108,54/11091,0.411207545335552,0.553110401030692,0.510261517213412,5295,1
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,1/108,55/11091,0.416969037145261,0.555680989746204,0.512632965111814,3306,1
R-HSA-6794361,Neurexins and neuroligins,1/108,55/11091,0.416969037145261,0.555680989746204,0.512632965111814,57502,1
R-HSA-9013409,RHOJ GTPase cycle,1/108,55/11091,0.416969037145261,0.555680989746204,0.512632965111814,5295,1
R-HSA-8856828,Clathrin-mediated endocytosis,2/108,146/11091,0.417281042861849,0.555680989746204,0.512632965111814,157/9185,2
R-HSA-112040,G-protein mediated events,1/108,56/11091,0.422674668169936,0.560070155838079,0.516682107100771,5153,1
R-HSA-5578775,Ion homeostasis,1/108,56/11091,0.422674668169936,0.560070155838079,0.516682107100771,1193,1
R-HSA-5358351,Signaling by Hedgehog,2/108,149/11091,0.427380020105319,0.56350847095368,0.519854059543312,57758/7289,2
R-HSA-9018519,Estrogen-dependent gene expression,2/108,149/11091,0.427380020105319,0.56350847095368,0.519854059543312,8347/8339,2
R-HSA-1236394,Signaling by ERBB4,1/108,58/11091,0.433920489108048,0.57072300784162,0.526509693810129,5295,1
R-HSA-425407,SLC-mediated transmembrane transport,3/108,249/11091,0.438492146193984,0.575177861565015,0.530619434678547,6507/120103/6550,3
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,1/108,59/11091,0.439461736926079,0.575177861565015,0.530619434678547,9020,1
R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,1/108,60/11091,0.444949239864076,0.580936171362877,0.535931654243695,9020,1
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),1/108,61/11091,0.450383514371798,0.585169821592555,0.539837328021517,1959,1
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,1/108,61/11091,0.450383514371798,0.585169821592555,0.539837328021517,3984,1
R-HSA-1226099,Signaling by FGFR in disease,1/108,63/11091,0.461094419360111,0.596185036170216,0.54999920545567,5295,1
R-HSA-375165,NCAM signaling for neurite out-growth,1/108,63/11091,0.461094419360111,0.596185036170216,0.54999920545567,4902,1
R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,1/108,64/11091,0.466372058343527,0.600102841338418,0.553613502358327,661,1
R-HSA-913709,O-linked glycosylation of mucins,1/108,64/11091,0.466372058343527,0.600102841338418,0.553613502358327,57452,1
R-HSA-69242,S Phase,2/108,162/11091,0.470056980537188,0.602472706987218,0.555799776995896,51659/4173,2
R-HSA-5358346,Hedgehog ligand biogenesis,1/108,65/11091,0.47159848599374,0.602472706987218,0.555799776995896,57758,1
